epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,15.7346,2.38335,0.2686,0.72727,2.25871,0.00010625,0.00010625,0.00010625
2,29.6727,2.1326,0.56612,0.96281,1.84819,0.000211531,0.000211531,0.000211531
